query,doc_id,relevant
5,515059_0_22,1
5,413691_0_15,1
5,82010_0_198,1
5,64563_3_18,0
5,207203_0_1,1
5,342007_0_1,0
5,184192_0_44,1
5,441184_0_0,0
5,185117_2_4,0
5,283468_0_15,1
5,128249_13_11,1
5,418641_0_6,1
5,176738_1_23,0
5,280154_3_15,0
5,119948_0_33,0
5,447509_0_39,1
5,111551_0_1,1
5,462837_0_30,1
5,74258_2_11,0
5,367793_0_18,1
5,115805_5_0,0
5,362340_3_6,0
5,219272_0_60,0
5,314935_1_1,0
5,549199_0_9,0
5,355732_0_37,1
5,287557_0_6,1
5,5303_0_13,0
5,310614_1_47,1
5,532000_0_24,0
5,415064_9_8,1
5,521293_0_17,1
5,78736_0_0,0
5,448578_3_18,1
5,409670_0_51,1
5,52887_2_37,0
5,237940_0_20,1
5,309015_1_30,1
5,171353_0_16,1
5,251539_0_59,1
5,98760_0_49,1
5,57920_1_2,0
5,98486_0_22,1
5,316149_0_15,1
5,32860_0_0,0
5,287790_0_13,1
5,47091_0_8,1
5,98448_3_10,0
5,52082_0_16,1
5,352435_1_27,1
5,452122_0_0,0
5,431268_0_4,0
5,98120_0_15,0
5,152748_0_1,0
5,266800_0_10,0
5,477762_0_22,1
5,448423_0_11,1
5,98977_0_31,0
5,523746_0_32,1
5,172653_1_13,1
5,104600_0_51,0
5,511499_0_7,0
5,101923_1_23,1
5,247266_0_16,1
5,517037_0_16,1
5,497686_0_29,1
5,444273_0_6,0
5,41050_0_9,1
5,408801_1_32,1
5,118976_0_9,1
5,382040_1_2,1
5,407749_1_8,0
5,39960_7_1,0
5,288700_0_60,1
5,213235_0_23,1
5,339064_0_98,1
5,425178_2_7,1
5,22082_3_44,1
5,71823_1_21,1
5,320864_3_20,0
5,452330_0_54,1
5,417850_0_18,1
5,98267_0_10,1
5,503610_0_7,1
5,236498_0_3,0
5,422297_0_22,1
5,517717_0_11,0
5,75298_0_4,1
5,430243_0_49,1
5,424974_32_17,0
5,328910_0_21,1
5,307271_0_1,0
5,9634_1_7,1
5,324681_0_0,0
5,242271_1_13,0
5,437005_3_23,1
5,262816_0_11,1
5,538093_0_47,0
5,351962_0_31,1
5,489627_0_31,1
5,10846_0_11,1
5,348223_0_20,1
5,98034_0_36,0
5,276373_0_88,1
5,98557_0_13,0
5,390289_1_7,1
5,205455_0_31,1
5,405948_0_12,0
5,152457_0_36,0
5,98635_1_1,0
5,504650_0_17,1
5,136036_0_29,1
5,290608_0_38,1
5,477261_0_24,0
5,98678_0_5,0
5,169922_3_15,1
5,36268_13_19,1
5,208947_0_9,1
5,538533_0_13,1
5,317426_0_35,0
5,312277_2_0,0
5,303284_0_4,1
5,360619_0_24,0
5,537545_0_13,1
5,183262_1_16,0
5,117648_0_1,0
5,362701_3_0,0
5,425837_0_19,1
5,129263_1_2,0
5,260797_0_3,0
5,192911_0_38,1
5,418790_1_14,1
5,424700_0_12,0
5,248895_0_1,0
5,150824_0_7,0
5,353933_0_35,1
5,189040_1_0,0
5,98270_0_45,0
5,542173_0_1,1
5,98804_0_44,1
5,118671_4_25,1
5,47270_0_20,1
5,516123_0_41,1
5,72972_1_9,1
5,270856_0_46,1
5,86332_0_9,1
5,420900_1_43,0
5,538142_0_26,0
5,358056_1_42,1
5,357219_0_73,1
5,437937_1_4,1
5,522_0_10,1
5,205975_0_22,1
5,264837_0_1,0
5,205183_0_25,1
5,305962_0_4,1
5,45622_0_30,1
5,16768_3_1,0
5,391664_0_42,0
6,457964_0_0,0
6,150493_0_5,1
6,463450_0_8,0
6,488998_0_16,0
6,98503_0_17,0
6,528885_0_18,1
6,191167_5_6,0
6,534835_0_12,0
6,161947_0_0,0
6,56144_2_0,0
6,334378_3_7,0
6,98705_0_29,0
6,441142_0_35,0
6,73255_0_8,0
6,98396_0_29,0
6,440088_3_21,1
6,510573_0_21,1
6,536922_1_6,0
6,534223_2_7,1
6,369123_4_6,0
6,459787_0_19,1
6,107101_1_24,0
6,98878_0_30,0
6,507579_0_29,1
6,493540_1_12,1
6,552280_0_4,1
6,229489_0_23,0
6,297340_0_7,0
6,98265_1_9,0
6,464509_4_45,1
6,401355_0_0,0
6,495739_0_16,0
6,144374_0_0,0
6,181872_0_2,0
6,349050_0_36,1
6,537970_2_18,0
6,268257_0_24,0
6,464509_4_53,1
6,15580_0_66,1
6,31441_0_5,0
6,248010_0_5,0
6,98216_0_19,0
6,538353_0_3,0
6,116705_0_0,0
6,98460_2_28,0
6,404312_3_10,1
6,145116_0_44,1
6,288250_0_38,0
6,21683_2_80,1
6,523542_0_77,1
6,7267_0_71,1
6,146447_0_5,1
6,513407_0_19,0
6,128939_1_0,0
6,4151_0_10,1
6,208816_0_14,0
6,264226_4_1,0
6,88145_0_0,0
6,467459_5_5,0
6,435141_1_7,0
6,275683_0_10,0
6,369708_1_52,1
6,445291_0_47,1
6,545258_0_44,0
6,452835_0_3,0
6,2548_15_1,0
6,216332_0_43,0
6,415096_0_1,0
6,119256_0_11,1
6,70396_0_0,0
6,245828_0_32,0
6,98302_0_37,0
6,486064_1_1,0
6,525157_0_28,1
6,481470_0_7,0
6,342383_0_27,0
6,317374_1_18,1
6,98685_0_15,0
6,429423_0_21,1
6,353791_0_0,0
6,126912_1_0,0
6,44988_0_1,0
6,98174_0_30,0
6,241629_0_8,0
6,260717_0_51,1
6,174069_0_8,0
6,531418_0_0,0
6,126502_0_6,0
6,465177_2_13,0
6,120076_0_132,1
6,368422_0_23,0
6,27768_0_1,0
6,64295_0_7,0
6,361735_4_3,0
6,91638_0_48,1
6,527877_0_20,0
6,114766_0_0,0
6,544651_5_44,0
6,322636_0_17,1
6,550053_18_8,0
6,544787_0_1,0
6,380639_0_26,1
6,346356_0_5,0
6,183638_0_69,0
6,322373_0_21,0
6,128423_1_9,0
6,478738_0_8,1
6,125014_0_23,1
6,242026_0_0,0
6,523072_0_8,0
6,63683_0_18,0
6,216332_1_43,0
6,220853_2_11,0
6,406289_0_12,0
6,98731_0_33,0
6,471730_0_12,0
6,107681_2_27,0
6,381896_0_0,0
6,98088_0_10,0
6,416528_0_28,1
6,186190_0_24,0
6,440227_8_4,0
6,135182_0_21,1
6,51069_0_0,0
6,128423_1_11,0
6,38397_2_9,0
6,183762_30_2,0
6,490227_1_12,0
6,507453_0_1,0
6,71289_0_1,0
6,391094_0_28,1
6,278754_1_4,0
6,148611_1_22,0
6,407037_0_70,1
6,183762_1_1,0
6,424543_0_13,1
6,46477_2_27,0
6,486455_27_13,0
6,532589_1_5,1
6,98460_2_14,0
6,500803_0_1,0
6,274962_7_0,0
6,468706_0_5,0
6,371268_2_6,0
6,430635_0_14,0
6,173466_0_13,0
6,173135_0_0,1
6,251958_0_25,0
6,523102_0_18,0
6,65072_3_13,0
6,98786_3_4,0
6,98476_0_8,0
6,72268_1_4,0
6,362226_0_6,0
6,13683_0_8,0
6,38865_0_12,0
6,28039_0_10,0
6,105552_0_5,1
6,35038_0_39,1
6,366130_6_6,0
6,148912_0_2,1
6,79835_3_0,0
6,296280_0_18,1
6,244105_0_8,0
6,143399_0_0,1
6,80159_0_10,0
6,549841_51_49,0
6,280629_4_15,1
6,223601_0_1,0
6,310072_3_17,0
6,257915_1_0,0
6,75599_2_5,0
6,552280_0_5,1
6,104950_5_17,0
6,523817_0_40,1
6,257612_0_47,1
6,269904_0_41,0
6,330444_0_21,1
6,98089_0_8,0
6,447359_0_4,0
6,424367_0_23,1
6,4232_0_7,0
6,459879_0_6,0
6,31189_0_2,0
6,284656_0_35,1
6,28648_9_0,0
6,442991_0_108,0
6,495313_0_13,1
6,267078_0_3,0
6,88190_1_4,0
6,523804_0_1,0
6,281839_0_66,1
6,181935_0_127,1
6,327884_0_0,0
6,98445_0_4,0
6,58787_0_80,0
6,311393_1_0,0
6,232886_4_12,0
6,311897_0_34,0
6,139195_1_0,0
6,328723_0_15,0
6,93492_0_18,0
6,56127_5_23,0
6,456501_0_37,0
6,28549_1_26,0
6,533375_0_0,0
6,481562_0_163,0
6,393343_0_10,0
6,298539_1_1,0
6,60923_1_10,0
6,299574_0_0,0
6,464786_0_4,1
6,202884_0_5,1
6,512196_0_13,0
6,121226_0_5,0
6,448675_0_12,0
6,340398_0_1,0
6,201959_0_10,0
6,391225_0_19,0
6,248513_0_76,0
6,441037_9_0,0
6,475934_1_6,1
6,467457_1_1,0
6,355037_1_0,0
6,420264_1_12,0
6,116530_0_14,1
6,140504_2_7,1
6,208284_0_0,0
6,21683_0_80,1
6,28811_0_1,0
6,98277_0_38,0
6,230164_0_9,0
6,98536_0_53,0
6,98874_1_34,0
6,98412_0_4,0
6,513493_0_46,1
6,262752_1_18,1
6,509220_0_9,0
6,98604_1_9,0
6,437656_0_1,0
6,334494_0_7,0
6,19528_0_10,1
6,20774_73_2,0
6,22857_0_0,0
6,98680_0_52,0
6,452693_0_60,1
6,457147_0_24,0
6,527934_0_58,0
6,342951_1_124,1
6,241068_0_11,0
6,464707_1_43,1
6,505682_0_47,0
6,209214_0_25,1
6,255256_0_18,1
6,243352_0_15,1
6,210930_0_26,0
6,533874_0_2,0
6,127404_0_3,0
6,523072_0_10,0
6,184067_0_10,0
6,230164_0_8,0
6,343976_0_41,1
6,207369_0_0,0
6,16341_0_20,1
6,25536_0_14,0
6,91544_0_0,0
6,334176_2_6,0
6,64588_1_16,0
6,98786_3_153,0
6,461674_0_16,0
6,191051_0_1,0
6,85618_1_1,0
6,226105_1_3,0
6,543711_0_70,0
6,451010_0_1,0
6,54869_2_22,0
6,493446_0_23,0
6,322653_0_34,1
6,336064_0_4,0
6,49302_0_4,0
6,17511_2_14,0
6,315744_0_3,1
6,189040_2_51,0
6,525733_0_2,1
6,161617_0_7,0
6,83926_1_81,0
6,389843_0_8,1
6,492448_0_6,0
6,322564_0_8,0
6,346985_9_11,0
6,385703_0_23,0
6,183762_29_1,0
6,196048_0_39,1
6,135321_0_1,0
6,393423_0_1,0
6,98499_0_7,0
6,22421_0_12,0
6,78529_16_9,0
6,429423_0_22,1
6,320700_9_51,0
6,391225_0_21,0
6,222610_0_31,0
6,376565_0_21,0
6,456887_0_4,0
6,14133_2_22,0
6,122363_2_0,0
6,452881_0_109,0
6,63626_1_34,0
6,117246_0_2,1
6,273086_0_46,0
6,109414_0_0,0
6,12735_0_73,0
6,398751_0_7,0
6,151138_0_9,0
6,401079_0_44,0
6,28490_6_8,0
6,532862_1_0,0
6,129876_5_33,1
6,134298_0_1,0
6,130174_0_45,1
6,324934_0_27,1
6,110190_1_4,0
6,141912_1_41,0
6,544651_19_43,0
6,352504_0_57,0
6,49829_0_2,1
6,98493_0_14,0
6,99805_0_4,0
6,98412_0_3,0
6,79706_0_11,0
6,49056_0_0,0
6,340035_0_28,1
6,399997_0_19,1
6,527690_0_11,1
6,272199_0_22,1
6,98860_0_5,0
6,378639_0_23,0
6,1858_0_10,1
6,98227_0_33,0
6,98674_1_14,0
6,183762_18_1,0
6,10130_0_15,0
6,99671_0_4,0
6,413021_0_24,0
6,254246_7_56,0
6,513293_1_9,0
6,452908_0_27,0
6,193837_0_123,0
6,491639_0_27,0
6,410097_1_24,0
6,268819_0_1,0
6,157940_5_3,0
6,464565_0_6,1
6,150128_1_3,1
6,431654_0_5,0
6,111487_0_1,0
6,17217_0_10,0
6,116877_1_7,0
6,382497_9_12,0
6,456966_6_18,1
6,246754_0_17,0
6,351667_0_0,0
6,85803_0_7,0
6,496962_0_12,1
6,501273_0_1,0
6,434840_0_19,0
6,345075_0_8,1
6,187179_0_12,1
6,163342_0_14,0
6,98040_1_7,0
6,5306_1_5,0
6,364936_2_74,0
6,549841_50_49,0
6,494151_0_5,1
6,382910_0_2,0
6,19512_5_9,0
6,269067_0_0,0
6,492601_0_14,1
6,265392_0_20,0
6,82154_0_0,0
6,543377_0_9,1
6,113767_0_14,1
6,20871_0_10,1
6,512535_0_65,1
6,336731_0_8,0
6,54841_1_0,0
6,135669_0_12,0
6,543952_0_23,1
6,174909_0_6,0
6,98448_0_4,0
6,98604_1_6,0
6,30833_0_4,0
6,265803_22_4,0
6,145356_1_0,0
6,325864_0_23,1
6,93655_0_1,0
6,183762_45_1,0
6,164464_0_52,0
6,147431_0_9,0
6,47793_0_3,0
6,380077_0_8,1
6,98740_0_43,0
6,473951_0_0,0
6,181434_1_0,0
6,135293_0_2,0
6,395063_2_10,0
6,359777_0_16,0
6,488315_0_5,0
6,76068_1_0,0
6,349050_0_4,1
6,53519_0_29,1
6,351718_0_48,0
6,214640_0_1,0
6,98396_0_14,0
6,317344_2_12,0
6,335478_1_0,1
6,277347_7_3,1
6,84382_0_31,0
6,146138_0_0,0
6,10853_0_21,0
6,488893_1_25,1
6,113928_6_4,0
6,98058_0_5,0
6,312625_0_16,1
6,508413_1_6,1
6,289608_0_8,0
6,74258_2_0,0
6,17147_0_9,0
6,28045_0_20,0
6,135084_1_372,0
6,305474_1_11,1
6,171758_0_11,0
6,529298_0_18,0
6,412063_0_13,0
6,424812_1_6,0
6,449780_1_38,1
6,223354_1_0,0
6,24774_1_1,0
6,331557_0_55,0
6,483312_0_56,0
6,298666_1_4,0
6,30469_0_2,0
6,510328_0_139,1
6,322805_1_3,0
6,473781_0_9,0
6,392897_0_2,0
6,76455_1_3,0
6,275149_0_2,0
6,72850_1_13,0
6,127191_0_21,0
6,196048_0_36,0
6,274755_0_16,0
6,48164_7_64,0
6,86695_0_6,0
6,102634_0_17,0
6,480921_24_18,1
6,83775_18_22,1
6,419524_0_42,1
6,167444_1_9,0
6,356559_0_7,1
6,29376_0_8,0
6,416312_0_0,0
6,58748_0_16,1
6,355037_4_0,0
6,86048_0_15,0
6,463397_0_30,0
6,193320_0_6,0
6,135084_0_372,0
6,82723_0_8,0
6,138546_0_31,0
6,98607_0_14,0
6,240697_0_6,0
6,384840_0_3,1
6,8091_0_2,0
6,189230_0_21,0
6,19250_1_0,0
6,256944_0_16,0
6,528281_0_0,0
6,15672_0_19,1
6,370933_0_24,0
6,48996_0_52,1
6,88583_0_4,0
6,279415_0_20,0
6,328439_0_68,1
6,98464_0_8,0
6,514857_0_0,0
6,45451_2_5,0
6,2450_0_29,0
6,403427_0_15,0
6,44013_0_14,0
6,25115_0_3,0
6,524215_2_0,0
6,359376_0_2,0
6,463536_2_19,1
6,141921_1_19,0
6,185117_2_4,0
6,315508_0_53,0
6,466673_0_33,1
6,253345_0_13,1
6,221535_1_0,0
6,153268_0_58,1
6,17622_5_0,1
6,74258_2_11,0
6,115805_5_0,0
6,207683_0_20,1
6,431821_0_63,0
6,388590_0_0,0
6,530159_0_0,0
6,447121_1_2,0
6,130293_0_3,0
6,156575_0_12,0
6,161754_232_3,0
6,284932_1_4,0
6,132510_0_3,0
6,136901_1_1,0
6,207857_0_20,1
6,144084_0_6,0
6,221461_0_13,0
6,98760_0_49,0
6,74_5_2,0
6,98486_0_22,0
6,352830_1_1,0
6,367216_0_16,0
6,447359_1_4,0
6,14835_0_66,1
6,386403_0_14,0
6,206735_0_20,1
6,460235_0_8,0
6,186734_0_2,0
6,366770_1_52,1
6,98448_3_10,0
6,98120_0_15,0
6,16494_1_17,1
6,544349_0_9,0
6,266800_0_10,0
6,98977_0_31,0
6,364027_0_13,0
6,46089_1_10,1
6,253337_3_13,1
6,226666_1_58,1
6,380523_0_8,1
6,134254_0_3,0
6,422215_0_34,1
6,204814_0_14,0
6,407749_1_8,0
6,13057_3_1,0
6,63280_0_6,0
6,192784_0_27,1
6,434424_0_11,1
6,192784_0_32,1
6,79680_0_20,0
6,340015_0_37,1
6,424733_0_6,0
6,457087_3_141,1
6,98267_0_10,0
6,407043_0_1,0
6,328077_7_19,1
6,14687_0_18,1
6,307271_0_1,0
6,306221_1_18,0
6,98034_0_36,0
6,3728_0_9,1
6,349571_0_23,0
6,98557_0_13,0
6,389332_1_9,0
6,472072_0_8,0
6,310072_3_15,0
6,192238_0_17,1
6,98635_1_1,0
6,483237_4_5,1
6,206735_0_6,1
6,438033_0_75,1
6,98678_0_5,0
6,445269_0_64,1
6,394166_67_1,0
6,142262_3_0,0
6,481456_0_49,0
6,117648_0_1,0
6,183262_1_16,0
6,162360_0_1,0
6,174554_0_4,1
6,424700_0_12,0
6,11387_1_10,0
6,215165_0_20,0
6,150824_0_7,0
6,25645_4_18,0
6,455894_0_35,0
6,98270_0_45,0
6,98804_0_44,0
6,400374_0_0,0
6,544082_0_36,0
6,414504_0_22,1
6,270451_0_1,0
6,26510_0_0,0
6,507340_0_21,0
6,380119_2_13,0
6,433397_0_25,0
6,392409_0_15,0
6,256685_0_0,1
6,441481_0_15,1
6,473781_0_8,0
6,342854_0_29,0
6,415611_1_3,1
6,457087_3_146,1
6,475190_0_48,1
6,103270_1_0,0
6,38354_2_84,1
6,21683_1_80,1
6,353527_0_148,1
6,383039_0_37,1
6,84376_0_0,0
7,28197_0_46,0
7,445264_0_33,1
7,52187_0_109,0
7,260662_0_5,1
7,458348_1_23,0
7,371216_0_56,1
7,533568_0_5,1
7,98503_0_17,0
7,68871_0_0,0
7,148103_0_12,1
7,241750_0_44,1
7,56728_3_29,1
7,511095_0_75,1
7,52187_0_119,0
7,45809_2_9,0
7,270082_0_33,1
7,44116_1_12,0
7,121199_0_22,1
7,281675_0_17,1
7,325913_0_67,1
7,98705_0_29,0
7,454588_0_8,1
7,98396_0_29,1
7,347976_0_4,0
7,169637_0_6,1
7,383363_0_7,0
7,135084_1_267,0
7,202582_1_33,0
7,313505_0_2,0
7,309084_0_9,1
7,29157_0_20,0
7,351423_0_6,0
7,513978_0_41,0
7,100613_0_2,1
7,98878_0_30,1
7,545239_0_3,1
7,255070_0_43,1
7,174864_0_3,0
7,537647_0_10,1
7,98265_1_9,1
7,469064_0_6,0
7,192199_0_75,0
7,525964_0_13,0
7,279428_0_29,0
7,496223_0_12,0
7,79933_0_5,1
7,402732_0_5,0
7,341380_1_31,1
7,382098_0_21,1
7,125064_4_1,0
7,381848_0_42,0
7,26488_0_37,1
7,98216_0_19,0
7,538406_0_2,0
7,98460_2_28,0
7,388792_0_22,1
7,208407_0_48,1
7,50140_0_24,1
7,528136_0_66,1
7,290691_0_20,0
7,210376_0_26,1
7,254648_0_5,1
7,428209_0_15,0
7,404135_51_0,0
7,407730_0_16,1
7,134656_0_38,1
7,377104_0_1,0
7,474727_1_41,1
7,485184_0_4,1
7,474727_0_41,1
7,354320_0_72,1
7,98302_0_37,1
7,98190_2_2,0
7,410696_0_8,1
7,371331_2_0,0
7,135084_0_267,1
7,481470_0_7,0
7,98685_0_15,0
7,478224_0_2,1
7,196047_0_4,0
7,176883_0_12,0
7,528069_0_0,0
7,257292_0_32,0
7,429204_0_5,0
7,527596_0_0,1
7,329004_0_112,1
7,126912_1_0,0
7,232228_1_16,0
7,116585_1_12,1
7,499455_0_9,0
7,332277_0_3,0
7,108008_1_160,1
7,98174_0_30,0
7,413753_0_15,0
7,21103_1_4,0
7,41219_1_7,1
7,333663_0_23,1
7,315382_1_92,1
7,117607_2_5,0
7,404878_0_44,1
7,247083_0_0,0
7,507582_0_20,0
7,84943_0_10,1
7,150390_0_36,1
7,473669_1_1,0
7,252399_0_7,0
7,84943_0_7,1
7,91615_0_1,0
7,455782_0_2,1
7,411428_0_7,1
7,453002_0_9,1
7,267207_0_4,1
7,88901_0_7,1
7,399752_6_2,0
7,436402_0_25,0
7,177728_0_9,1
7,236272_0_27,0
7,230744_0_32,0
7,370782_2_8,1
7,245884_1_21,1
7,271408_1_2,0
7,481311_0_10,1
7,450743_0_1,0
7,353517_0_11,1
7,39938_0_1,0
7,441619_0_36,1
7,12417_0_2,1
7,71877_0_39,1
7,180919_0_5,1
7,411497_0_29,1
7,107616_0_25,0
7,417427_1_12,1
7,176883_0_7,0
7,203623_0_18,0
7,52617_0_16,1
7,98731_0_33,0
7,290517_1_26,0
7,347944_0_17,1
7,508823_2_23,1
7,237610_0_11,1
7,98088_0_10,0
7,289276_0_2,0
7,248958_0_39,1
7,259801_0_13,0
7,115866_0_0,0
7,199610_0_5,0
7,543751_0_28,1
7,548592_3_2,0
7,351624_0_33,1
7,213550_0_183,1
7,9844_5_6,1
7,195737_0_44,1
7,430245_0_0,1
7,357022_3_93,1
7,202582_1_42,0
7,275125_0_5,0
7,258883_2_28,0
7,478207_0_50,1
7,111859_0_34,0
7,311448_1_25,1
7,21919_0_4,0
7,472554_0_24,1
7,491409_0_7,1
7,98460_2_14,0
7,394583_1_38,1
7,302468_0_24,1
7,333649_0_8,0
7,483625_0_4,1
7,1102_0_16,1
7,125815_2_51,1
7,213385_0_11,1
7,497286_0_38,1
7,59759_3_8,1
7,73741_0_0,0
7,98786_3_4,0
7,98476_0_8,0
7,484756_10_4,0
7,533725_3_49,1
7,12121_0_22,0
7,395451_0_12,0
7,238589_0_39,0
7,150047_0_0,0
7,550158_0_0,0
7,467203_0_4,0
7,538279_0_19,0
7,153993_0_8,1
7,74518_0_4,0
7,114427_2_17,1
7,505300_0_0,0
7,353852_0_1,0
7,176883_0_13,0
7,165472_0_18,1
7,352742_0_39,1
7,225035_0_28,0
7,246131_1_13,1
7,103381_6_6,1
7,209493_0_28,0
7,506491_0_10,0
7,202582_1_10,0
7,430681_0_9,0
7,357073_0_11,1
7,542812_0_2,0
7,66100_0_8,1
7,98089_0_8,1
7,146740_1_0,0
7,40077_0_22,1
7,292180_0_71,1
7,261996_0_5,0
7,21340_0_11,1
7,313286_10_4,0
7,355093_0_18,0
7,296058_0_30,1
7,73691_1_55,1
7,202582_1_35,0
7,281326_0_76,0
7,458189_3_64,1
7,47029_0_23,0
7,322158_0_75,1
7,3642_0_208,1
7,91972_0_20,1
7,54854_11_10,0
7,501195_0_18,1
7,98445_0_4,0
7,493163_0_12,1
7,213550_0_175,1
7,371860_0_5,1
7,455487_0_15,0
7,252556_2_3,0
7,41734_0_39,1
7,281183_5_11,0
7,475608_0_27,1
7,466652_0_0,0
7,346970_0_53,1
7,455061_3_4,0
7,202582_1_38,0
7,52520_0_80,1
7,498441_0_1,0
7,339458_0_9,1
7,29255_1_37,0
7,525526_1_6,0
7,435537_0_44,1
7,129774_0_0,0
7,329886_0_56,1
7,179270_0_21,1
7,289899_2_10,1
7,422518_0_30,1
7,133849_3_16,0
7,436536_0_29,0
7,351461_0_27,1
7,351624_0_30,1
7,508258_0_23,0
7,497968_0_34,0
7,399419_0_16,1
7,517116_0_19,1
7,534654_0_23,1
7,490798_0_37,0
7,297089_1_16,0
7,495538_0_12,1
7,467457_1_1,0
7,6092_0_19,1
7,178525_0_11,0
7,150430_0_14,0
7,98277_0_38,0
7,98536_0_53,1
7,329004_0_130,1
7,490705_0_8,1
7,98874_1_34,0
7,98412_0_4,0
7,98604_1_9,0
7,217343_0_0,0
7,191805_0_51,1
7,481626_0_5,1
7,24034_0_6,1
7,476037_2_28,1
7,189034_0_24,0
7,98680_0_52,0
7,495490_0_25,1
7,192267_0_29,1
7,449190_2_1,0
7,390197_0_14,1
7,507566_0_19,1
7,202752_31_0,0
7,108353_0_3,0
7,92527_0_81,1
7,180885_1_3,0
7,202582_1_18,0
7,438898_1_45,1
7,420819_0_0,1
7,366609_0_41,1
7,95831_0_17,1
7,501579_0_5,0
7,294406_7_9,0
7,336671_0_29,1
7,242230_0_20,0
7,344309_2_0,0
7,259437_0_21,0
7,259848_0_3,0
7,160897_0_19,0
7,63612_0_11,1
7,301723_0_58,1
7,607_0_9,1
7,125793_0_271,1
7,511075_0_25,0
7,63570_0_37,1
7,417637_0_28,0
7,277611_2_20,1
7,542885_3_19,1
7,118136_4_6,0
7,98786_3_153,0
7,508064_0_22,0
7,133803_0_13,0
7,35379_0_0,0
7,118039_1_8,0
7,18472_0_0,1
7,26072_0_12,0
7,309619_0_19,1
7,512896_0_31,1
7,333604_0_12,0
7,202582_1_15,0
7,539740_0_10,1
7,202582_1_27,0
7,441414_0_27,1
7,192128_0_1,1
7,275321_0_12,0
7,454750_1_26,0
7,490687_0_5,0
7,130114_4_10,1
7,402128_0_20,1
7,407077_0_0,0
7,415973_0_19,1
7,407572_1_17,0
7,371086_0_22,0
7,358750_0_13,0
7,15053_1_28,1
7,503465_0_36,0
7,336147_0_4,1
7,296909_3_3,0
7,5111_0_99,1
7,63125_0_3,0
7,79988_0_23,1
7,435654_0_74,1
7,253235_0_37,1
7,225843_0_69,0
7,98499_0_7,0
7,364403_6_1,0
7,368092_1_6,0
7,303467_0_17,1
7,53221_0_29,1
7,341380_1_35,1
7,22421_0_12,0
7,105977_0_19,1
7,123374_0_12,1
7,412895_0_1,0
7,100175_0_11,1
7,224478_0_10,0
7,345409_0_1,0
7,131932_0_11,1
7,232558_1_5,0
7,335742_0_50,1
7,369809_4_9,0
7,172291_2_6,0
7,133094_2_1,0
7,455861_0_4,0
7,296085_0_15,1
7,495423_0_17,1
7,51277_0_14,1
7,445441_0_18,0
7,369988_2_41,0
7,179463_2_29,0
7,179412_0_23,1
7,406039_0_27,1
7,549532_0_3,1
7,183269_1_6,0
7,515007_0_0,1
7,276038_0_15,0
7,254850_6_1,0
7,260874_0_3,1
7,12417_0_1,1
7,399153_2_43,1
7,98493_0_14,0
7,542059_0_101,1
7,333705_0_14,1
7,240918_1_13,1
7,310255_0_34,0
7,371633_3_3,0
7,98412_0_3,1
7,465863_0_0,0
7,335063_0_32,0
7,261200_2_18,1
7,536016_2_52,1
7,474328_0_21,0
7,197680_0_8,1
7,75069_0_28,1
7,416752_0_30,1
7,98860_0_5,0
7,289918_2_7,0
7,98227_0_33,1
7,98674_1_14,0
7,327852_1_7,1
7,93612_0_11,1
7,202582_1_6,0
7,533678_0_12,1
7,382723_0_13,1
7,534640_0_22,1
7,104344_0_1,0
7,535391_0_99,1
7,225278_2_0,0
7,176571_0_61,1
7,87830_0_31,1
7,516697_0_9,1
7,516725_0_11,0
7,268819_0_1,0
7,28093_0_14,1
7,91420_0_12,1
7,91340_2_4,0
7,152553_0_31,1
7,533260_4_0,0
7,209323_0_9,1
7,90711_0_11,1
7,35564_0_55,1
7,260021_1_12,0
7,378356_0_8,1
7,22421_0_13,0
7,410359_0_27,1
7,30130_6_7,0
7,526460_2_12,0
7,538180_0_0,1
7,503167_0_37,1
7,189034_0_29,1
7,410696_0_10,1
7,85261_0_51,1
7,413358_7_20,1
7,55302_0_37,1
7,367458_0_9,1
7,342972_0_38,1
7,416181_1_51,1
7,98040_1_7,1
7,326842_0_53,0
7,34061_0_66,0
7,192529_0_11,1
7,180098_0_14,1
7,174197_0_11,0
7,114055_1_10,0
7,436506_0_5,0
7,190201_0_12,0
7,199610_0_6,0
7,533412_0_9,0
7,444461_0_7,0
7,429498_0_29,0
7,275908_5_14,1
7,34256_0_192,1
7,489639_0_10,0
7,171081_0_15,0
7,246131_1_15,1
7,136408_0_16,1
7,164469_0_15,1
7,311256_0_3,1
7,238930_0_3,0
7,411954_0_23,1
7,318269_0_23,1
7,241707_1_33,0
7,254662_0_0,0
7,327487_0_52,1
7,251148_0_59,1
7,478496_0_2,1
7,439129_0_6,1
7,94157_0_24,1
7,312339_0_87,1
7,212306_0_32,1
7,98448_0_4,0
7,509502_0_10,0
7,197615_0_1,0
7,438395_0_33,0
7,98604_1_6,0
7,430245_0_16,1
7,156674_0_2,0
7,99226_1_28,0
7,436435_0_96,0
7,208301_0_22,1
7,223036_0_0,1
7,395417_1_6,0
7,152382_2_2,0
7,198710_0_10,0
7,539350_0_29,1
7,337292_0_51,0
7,98740_0_43,0
7,509313_0_10,1
7,54748_5_21,1
7,363618_0_12,0
7,109668_0_10,0
7,514532_0_9,0
7,347589_0_2,0
7,186532_0_8,1
7,202582_1_16,0
7,301206_1_6,1
7,127730_1_3,0
7,312313_0_12,1
7,307381_9_0,0
7,329113_1_11,1
7,202582_1_51,0
7,537647_0_9,1
7,497990_0_48,1
